TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
TITLE:,MEDIAN AGE OF THE TOTAL POPULATION,,,,
R0101,79500US1800104,"Lake County (South) PUMA, Indiana",1,40.9,+/-1.7
R0101,79500US1800200,"Porter County PUMA, Indiana",1,40.0,+/-0.9
R0101,79500US1800300,"LaPorte County PUMA, Indiana",1,41.1,+/-0.7
R0101,79500US1800401,"St. Joseph County (North)--South Bend City PUMA, Indiana",1,32.6,+/-1.8
R0101,79500US1800402,"St. Joseph County (Outside South Bend City)--Mishawaka City PUMA, Indiana",1,39.4,+/-1.2
R0101,79500US1800500,"Elkhart County--Elkhart & Goshen Cities PUMA, Indiana",1,35.9,+/-0.9
R0101,79500US1800600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA; Indiana",1,37.8,+/-0.7
R0101,79500US1800700,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA; Indiana",1,42.4,+/-1.0
R0101,79500US1800800,"Kosciusko & Marshall Counties PUMA, Indiana",1,39.0,+/-1.3
R0101,79500US1800900,"Huntington, Whitley, Adams & Wells Counties PUMA; Indiana",1,40.0,+/-1.3
R0101,79500US1801001,"Allen County (Central)--Fort Wayne City (South) PUMA, Indiana",1,34.7,+/-1.4
R0101,79500US1801002,"Allen County (Central)--Fort Wayne City (North) PUMA, Indiana",1,35.5,+/-2.5
R0101,79500US1801003,"Allen County (Outside Fort Wayne City) PUMA, Indiana",1,39.4,+/-1.7
R0101,79500US1801100,"Montgomery, Clinton, White, Carroll & Benton Counties PUMA; Indiana",1,39.8,+/-1.0
R0101,79500US1801200,"Tippecanoe County--Lafayette & West Lafayette Cities PUMA, Indiana",1,28.5,+/-0.3
R0101,79500US1801300,"Howard, Cass & Tipton Counties--Kokomo City PUMA; Indiana",1,41.2,+/-1.4
R0101,79500US1801400,"Grant, Miami & Wabash Counties PUMA; Indiana",1,41.2,+/-0.8
R0101,79500US1801500,"Henry, Randolph, Jay & Blackford Counties PUMA; Indiana",1,42.7,+/-1.1
R0101,79500US1801600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA; Indiana",1,42.2,+/-0.7
R0101,79500US1801700,"Vigo County--Terre Haute City PUMA, Indiana",1,36.4,+/-1.2
R0101,79500US1801801,"Boone & Hamilton (Northwest) Counties PUMA, Indiana",1,39.6,+/-1.5
R0101,79500US1801802,"Hamilton County (Central)--Carmel City & Fishers Town (West) PUMA, Indiana",1,38.2,+/-2.0
R0101,79500US1801803,"Hamilton County (East)--Noblesville City & Fishers Town (East) PUMA, Indiana",1,35.3,+/-1.6
R0101,79500US1801900,"Madison County--Anderson City PUMA, Indiana",1,40.7,+/-0.8
R0101,79500US1802000,"Delaware County--Muncie City PUMA, Indiana",1,36.6,+/-0.8
R0101,79500US1802100,"Morgan, Putnam & Brown Counties PUMA; Indiana",1,41.5,+/-0.7
R0101,79500US1802200,"Hendricks County PUMA, Indiana",1,39.2,+/-1.0
R0101,79500US1802301,"Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA, Indiana",1,33.4,+/-1.9
R0101,79500US1802302,"Marion County--Washington Township (South & East)--Indianapolis City (North) PUMA, Indiana",1,32.7,+/-1.9
R0101,79500US1802303,"Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities PUMA, Indiana",1,36.0,+/-2.6
R0101,79500US1802304,"Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA, Indiana",1,33.4,+/-3.0
R0101,79500US1802305,"Marion County--Center Township--Indianapolis City (Central) PUMA, Indiana",1,33.8,+/-1.8
R0101,79500US1802306,"Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA, Indiana",1,35.8,+/-1.7
R0101,79500US1802307,"Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South) PUMA, Indiana",1,34.9,+/-2.1
R0101,79500US1802400,"Johnson County--Greenwood City PUMA, Indiana",1,38.2,+/-0.9
R0101,79500US1802500,"Hancock & Shelby Counties PUMA, Indiana",1,40.1,+/-1.1
R0101,79500US1802600,"Wayne, Fayette, Rush & Union Counties PUMA; Indiana",1,42.7,+/-1.1
R0101,79500US1802700,"Greene, Daviess, Owen, Orange & Martin Counties PUMA; Indiana",1,41.9,+/-1.1
R0101,79500US1802800,"Monroe County--Bloomington City PUMA, Indiana",1,29.5,+/-0.5
R0101,79500US1802900,"Bartholomew & Jackson Counties--Columbus City PUMA, Indiana",1,38.6,+/-1.2
R0101,79500US1803000,"Jefferson, Jennings, Decatur & Scott Counties PUMA; Indiana",1,41.7,+/-1.4
R0101,79500US1803100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties PUMA; Indiana",1,41.5,+/-1.0
R0101,79500US1803200,"Warrick, Gibson & Posey Counties PUMA; Indiana",1,41.7,+/-0.8
R0101,79500US1803300,"Vanderburgh County--Evansville City PUMA, Indiana",1,39.2,+/-1.1
R0101,79500US1803400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties PUMA; Indiana",1,41.6,+/-1.0
R0101,79500US1803500,"Floyd, Harrison & Washington Counties PUMA; Indiana",1,40.0,+/-0.9
R0101,79500US1803600,"Clark County--Jeffersonville City PUMA, Indiana",1,39.7,+/-1.3
R0101,79500US1900100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA; Iowa",1,39.6,+/-0.8
R0101,79500US1900200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA; Iowa",1,43.7,+/-1.0
R0101,79500US1900400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA; Iowa",1,42.6,+/-1.0
R0101,79500US1900500,"Black Hawk County--Waterloo & Cedar Falls Cities PUMA, Iowa",1,35.8,+/-0.5
R0101,79500US1900600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA; Iowa",1,41.9,+/-1.0
R0101,79500US1900700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA; Iowa",1,40.0,+/-0.7
R0101,79500US1900800,"Clinton, Muscatine, Jones & Cedar Counties PUMA; Iowa",1,41.8,+/-0.6
R0101,79500US1900900,"Scott County--Davenport City PUMA, Iowa",1,38.7,+/-0.8
R0101,79500US1901000,"Linn County--Cedar Rapids City PUMA, Iowa",1,37.9,+/-0.7
R0101,79500US1901100,"Johnson County--Iowa City PUMA, Iowa",1,30.7,+/-0.2
R0101,79500US1901200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA; Iowa",1,40.1,+/-0.9
R0101,79500US1901300,"Story & Boone Counties--Ames City PUMA, Iowa",1,30.0,+/-0.4
R0101,79500US1901400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA; Iowa",1,39.5,+/-0.8
R0101,79500US1901500,"Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities PUMA, Iowa",1,36.9,+/-1.1
R0101,79500US1901600,"Polk County (East)--Ankeny & Altoona Cities PUMA, Iowa",1,34.2,+/-1.6
R0101,79500US1901700,"Des Moines City PUMA, Iowa",1,35.2,+/-1.1
R0101,79500US1901800,"South Central Iowa PUMA, Iowa",1,43.4,+/-0.9
R0101,79500US1901900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA; Iowa",1,42.2,+/-1.3
R0101,79500US1902000,"Woodbury & Plymouth Counties--Sioux City PUMA, Iowa",1,36.3,+/-0.6
R0101,79500US1902100,"Southwest Iowa--Council Bluffs City PUMA, Iowa",1,42.6,+/-0.8
R0101,79500US1902200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA; Iowa",1,40.5,+/-0.5
R0101,79500US1902300,"Des Moines, Lee, Henry & Louisa Counties PUMA; Iowa",1,43.7,+/-1.1
R0101,79500US2000100,"Northwest Kansas PUMA, Kansas",1,40.0,+/-0.8
R0101,79500US2000200,"North Central Kansas--Salina City PUMA, Kansas",1,41.3,+/-1.7
R0101,79500US2000300,"Riley, Geary & Pottawatomie Counties--Manhattan City PUMA; Kansas",1,27.0,+/-0.7
R0101,79500US2000400,"Northeast Kansas PUMA, Kansas",1,39.4,+/-0.7
R0101,79500US2000500,"Wyandotte County--Kansas City PUMA, Kansas",1,33.5,+/-0.5
R0101,79500US2000601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities PUMA; Kansas",1,39.3,+/-2.1
R0101,79500US2000602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities PUMA; Kansas",1,38.8,+/-1.4
R0101,79500US2000603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities PUMA; Kansas",1,35.3,+/-1.0
R0101,79500US2000604,"Johnson County (Southeast)--Blue Valley Region PUMA, Kansas",1,38.6,+/-1.2
R0101,79500US2000700,"Douglas County--Lawrence City PUMA, Kansas",1,30.8,+/-1.2
R0101,79500US2000801,"Shawnee County (Central)--Topeka City PUMA, Kansas",1,36.8,+/-1.5
R0101,79500US2000802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties PUMA; Kansas",1,44.7,+/-1.9
R0101,79500US2000900,"Flint Hills Region--Emporia City PUMA, Kansas",1,41.2,+/-1.9
R0101,79500US2001000,"Central Kansas--Hutchinson City PUMA, Kansas",1,40.6,+/-1.3
R0101,79500US2001100,"South Central Kansas PUMA, Kansas",1,41.3,+/-1.5
R0101,79500US2001200,"Southwest Kansas--Dodge City, Garden City & Liberal City PUMA; Kansas",1,32.9,+/-0.8
R0101,79500US2001301,"Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities PUMA, Kansas",1,36.7,+/-1.5
R0101,79500US2001302,"Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast) PUMA, Kansas",1,37.2,+/-1.3
R0101,79500US2001303,"Sedgwick County (Central)--Wichita City (Central) PUMA, Kansas",1,35.2,+/-2.5
R0101,79500US2001304,"Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities PUMA, Kansas",1,35.4,+/-1.3
R0101,79500US2001400,"East Central Kansas PUMA, Kansas",1,41.5,+/-1.5
R0101,79500US2001500,"Southeast Kansas PUMA, Kansas",1,38.1,+/-0.8
R0101,79500US2100100,"Purchase Area Development District PUMA, Kentucky",1,40.9,+/-0.9
R0101,79500US2100200,"Pennyrile Area Development District (North) PUMA, Kentucky",1,43.1,+/-1.3
R0101,79500US2100300,"Pennyrile Area Development District (South) PUMA, Kentucky",1,32.5,+/-0.8
R0101,79500US2100400,"Barren River Area Development District (Outer) PUMA, Kentucky",1,40.8,+/-1.0
R0101,79500US2100500,"Barren River Area Development District (Central)--Warren County PUMA, Kentucky",1,33.4,+/-0.8
R0101,79500US2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky",1,42.1,+/-1.8
R0101,79500US2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",1,41.9,+/-2.2
R0101,79500US2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky",1,39.5,+/-1.4
R0101,79500US2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky",1,39.9,+/-1.7
R0101,79500US2101000,"Kentucky River Area Development District PUMA, Kentucky",1,42.7,+/-2.2
R0101,79500US2101100,"Big Sandy Area Development District PUMA, Kentucky",1,42.9,+/-1.1
R0101,79500US2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",1,41.7,+/-1.0
R0101,79500US2101300,"Lincoln Trail Area Development District (West) PUMA, Kentucky",1,38.1,+/-0.6
R0101,79500US2101400,"Green River Area Development District (Southwest) PUMA, Kentucky",1,42.0,+/-1.4
R0101,79500US2101500,"Green River Area Development District (Northeast)--Daviess & Hancock Counties PUMA, Kentucky",1,39.4,+/-1.1
R0101,79500US2101600,"KIPDA Area Development District (Southeast) PUMA, Kentucky",1,41.7,+/-0.8
R0101,79500US2101701,"KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA, Kentucky",1,33.3,+/-2.5
R0101,79500US2101702,"KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA, Kentucky",1,38.4,+/-2.2
R0101,79500US2101703,"KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA, Kentucky",1,41.4,+/-2.3
R0101,79500US2101704,"KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA, Kentucky",1,38.5,+/-1.7
R0101,79500US2101705,"KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA, Kentucky",1,39.6,+/-2.3
R0101,79500US2101706,"KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA, Kentucky",1,39.7,+/-2.8
R0101,79500US2101800,"KIPDA Area Development District (Northeast) PUMA, Kentucky",1,40.3,+/-1.1
R0101,79500US2101901,"Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA, Kentucky",1,31.0,+/-1.7
R0101,79500US2101902,"Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA, Kentucky",1,37.1,+/-1.0
R0101,79500US2102000,"Bluegrass Area Development District (West) PUMA, Kentucky",1,42.4,+/-1.0
R0101,79500US2102100,"Bluegrass Area Development District (South) PUMA, Kentucky",1,39.4,+/-1.1
R0101,79500US2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky",1,35.9,+/-1.3
R0101,79500US2102300,"Bluegrass Area Development District (Northeast) PUMA, Kentucky",1,39.4,+/-1.1
R0101,79500US2102400,"Northern Kentucky Area Development District (North Central)--Kenton County PUMA, Kentucky",1,37.8,+/-0.7
R0101,79500US2102500,"Northern Kentucky Area Development District (Northwest)--Boone County PUMA, Kentucky",1,37.6,+/-0.8
R0101,79500US2102600,"Northern Kentucky Area Development District (Southeast) PUMA, Kentucky",1,38.8,+/-0.6
R0101,79500US2102700,"Buffalo Trace & Gateway Area Development Districts PUMA, Kentucky",1,39.9,+/-1.0
R0101,79500US2102800,"FIVCO Area Development District PUMA, Kentucky",1,44.3,+/-1.1
R0101,79500US2200100,"Coordinating & Development Corporation 1--Shreveport City (North) PUMA, Louisiana",1,38.7,+/-2.3
R0101,79500US2200101,"Coordinating & Development Corporation 2--Shreveport City (South) PUMA, Louisiana",1,38.8,+/-1.7
R0101,79500US2200200,"Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA, Louisiana",1,36.6,+/-0.9
R0101,79500US2200300,"Coordinating & Development Corporation 4--Northwest Louisiana PUMA, Louisiana",1,37.8,+/-1.0
R0101,79500US2200400,"North Delta Regional Planning & Development District 1--Ouachita Parish PUMA, Louisiana",1,37.1,+/-0.9
R0101,79500US2200500,"North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA, Louisiana",1,40.9,+/-1.3
R0101,79500US2200600,"Kisatchie Delta Regional Planning & Development District 1 PUMA, Louisiana",1,38.4,+/-1.1
R0101,79500US2200700,"Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA, Louisiana",1,36.1,+/-0.5
R0101,79500US2200800,"Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA, Louisiana",1,36.9,+/-1.2
R0101,79500US2200900,"Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA, Louisiana",1,36.9,+/-1.9
R0101,79500US2201000,"Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA, Louisiana",1,37.6,+/-1.4
R0101,79500US2201100,"Acadiana Regional Development District 2--Acadia & Vermilion Parishes PUMA, Louisiana",1,38.6,+/-1.2
R0101,79500US2201200,"Acadiana Regional Development District 3--Lafayette Parish (North) PUMA, Louisiana",1,35.3,+/-1.8
R0101,79500US2201201,"Acadiana Regional Development District 4--Lafayette Parish (South) PUMA, Louisiana",1,36.5,+/-1.8
R0101,79500US2201300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes PUMA; Louisiana",1,38.1,+/-0.9
R0101,79500US2201400,"Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West) PUMA, Louisiana",1,42.1,+/-2.2
R0101,79500US2201500,"Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA, Louisiana",1,35.0,+/-1.6
R0101,79500US2201501,"Capital Region Planning Commission 3--Baton Rouge City PUMA, Louisiana",1,34.2,+/-2.0
R0101,79500US2201502,"Capital Region Planning Commission 4--East Baton Rouge Parish (North) PUMA, Louisiana",1,34.4,+/-1.7
R0101,79500US2201600,"Capital Region Planning Commission 5--Ascension Parish PUMA, Louisiana",1,35.7,+/-1.2
R0101,79500US2201700,"Capital Region Planning Commission 6--Livingston & St. Helena Parishes PUMA, Louisiana",1,36.0,+/-1.0
R0101,79500US2201800,"Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA, Louisiana",1,37.7,+/-0.9
R0101,79500US2201900,"South Central Planning & Development Commission 1--River Parishes PUMA, Louisiana",1,38.1,+/-1.1
R0101,79500US2202000,"South Central Planning & Development Commission 2--Lafourche & Assumption Parishes PUMA, Louisiana",1,38.3,+/-1.1
R0101,79500US2202100,"South Central Planning & Development Commission 3--Terrebonne Parish PUMA, Louisiana",1,36.2,+/-0.9
R0101,79500US2202200,"Regional Planning Commission 1--St. Tammany Parish (Northwest) PUMA, Louisiana",1,39.8,+/-2.2
R0101,79500US2202201,"Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA, Louisiana",1,41.0,+/-2.1
R0101,79500US2202300,"Regional Planning Commission 3--Jefferson Parish (North) PUMA, Louisiana",1,43.8,+/-2.2
R0101,79500US2202301,"Regional Planning Commission 4--Jefferson Parish (Central) PUMA, Louisiana",1,40.5,+/-1.5
R0101,79500US2202302,"Regional Planning Commission 5--Jefferson Parish (West Bank) PUMA, Louisiana",1,36.6,+/-2.3
R0101,79500US2202400,"Regional Planning Commission 6--New Orleans City (Northeast) PUMA, Louisiana",1,37.3,+/-2.3
R0101,79500US2202401,"Regional Planning Commission 7--New Orleans City (Central) PUMA, Louisiana",1,37.5,+/-1.9
R0101,79500US2202402,"Regional Planning Commission 8--New Orleans City (South) PUMA, Louisiana",1,39.7,+/-1.1
R0101,79500US2202500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA; Louisiana",1,37.3,+/-1.8
R0101,79500US2300100,"Northeast Maine--Aroostook & Washington Counties PUMA, Maine",1,48.7,+/-0.6
R0101,79500US2300200,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties PUMA; Maine",1,47.7,+/-0.5
R0101,79500US2300300,"Penobscot County PUMA, Maine",1,42.7,+/-1.0
R0101,79500US2300400,"Kennebec County PUMA, Maine",1,45.1,+/-0.4
R0101,79500US2300500,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties PUMA; Maine",1,48.8,+/-0.3
R0101,79500US2300600,"Androscoggin County PUMA, Maine",1,42.1,+/-1.0
R0101,79500US2300700,"Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA, Maine",1,44.6,+/-1.8
R0101,79500US2300800,"South Maine--York (West) & Cumberland (West) Counties PUMA, Maine",1,46.7,+/-1.1
R0101,79500US2300900,"Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA, Maine",1,43.9,+/-2.0
R0101,79500US2301000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA; Maine",1,37.8,+/-2.1
R0101,79500US2400100,"Allegany & Garrett Counties--Cumberland City PUMA, Maryland",1,43.8,+/-0.7
R0101,79500US2400200,"Washington County--Hagerstown City PUMA, Maryland",1,41.1,+/-0.8
R0101,79500US2400301,"Frederick County (Outside Greater Frederick City) PUMA, Maryland",1,39.9,+/-1.6
R0101,79500US2400302,"Frederick County (Central)--Greater Frederick City PUMA, Maryland",1,37.4,+/-1.1
R0101,79500US2400400,"Carroll County PUMA, Maryland",1,42.4,+/-0.6
R0101,79500US2400501,"Baltimore County (Outer) PUMA, Maryland",1,48.8,+/-2.2
R0101,79500US2400502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown PUMA; Maryland",1,37.7,+/-2.4
R0101,79500US2400503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel PUMA; Maryland",1,40.5,+/-2.8
R0101,79500US2400504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA; Maryland",1,33.6,+/-2.2
R0101,79500US2400505,"Baltimore County--Perry Hall, Middle River & Rosedale PUMA; Maryland",1,40.2,+/-2.2
R0101,79500US2400506,"Baltimore County--Dundalk, Essex & Edgemere PUMA; Maryland",1,39.1,+/-3.6
R0101,79500US2400507,"Baltimore County--Catonsville, Woodlawn & Arbutus PUMA; Maryland",1,37.7,+/-1.7
R0101,79500US2400601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA; Maryland",1,43.0,+/-1.3
R0101,79500US2400602,"Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA, Maryland",1,38.7,+/-2.4
R0101,79500US2400700,"Cecil County PUMA, Maryland",1,41.0,+/-1.9
R0101,79500US2400801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA; Maryland",1,37.8,+/-3.0
R0101,79500US2400802,"Baltimore City--Guilford, Roland Park & Druid Lake PUMA; Maryland",1,36.3,+/-1.9
R0101,79500US2400803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA; Maryland",1,38.4,+/-2.5
R0101,79500US2400804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA; Maryland",1,33.7,+/-1.1
